"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-12","Canada","2021A000011124","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062809","1.1.1.1.1.1","31518.9","","","","1"
"2021-12","Canada","2021A000011124","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062810","1.2.1.1.1.1","20741.2","","","","1"
"2021-12","Canada","2021A000011124","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062811","1.3.1.1.1.1","19508.8","","","","1"
"2021-12","Canada","2021A000011124","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062812","1.4.1.1.1.1","15920.8","","","","1"
"2021-12","Canada","2021A000011124","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062813","1.5.1.1.1.1","3588.0","","","","1"
"2021-12","Canada","2021A000011124","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062814","1.6.1.1.1.1","1232.4","","","","1"
"2021-12","Canada","2021A000011124","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062815","1.7.1.1.1.1","5.9","","","","1"
"2021-12","Canada","2021A000011124","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062816","1.8.1.1.1.1","65.8","","","","1"
"2021-12","Canada","2021A000011124","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2062817","1.9.1.1.1.1","61.9","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062998","2.1.1.1.1.1","450.9","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2062999","2.2.1.1.1.1","259.5","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063000","2.3.1.1.1.1","228.2","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063001","2.4.1.1.1.1","197.1","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063002","2.5.1.1.1.1","31.1","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063003","2.6.1.1.1.1","31.3","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063004","2.7.1.1.1.1","12.1","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063005","2.8.1.1.1.1","57.6","","","","1"
"2021-12","Newfoundland and Labrador","2021A000210","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063006","2.9.1.1.1.1","50.6","","","","1"
"2021-12","Prince Edward Island","2021A000211","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063187","3.1.1.1.1.1","137.1","","","","1"
"2021-12","Prince Edward Island","2021A000211","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063188","3.2.1.1.1.1","91.9","","","","1"
"2021-12","Prince Edward Island","2021A000211","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063189","3.3.1.1.1.1","84.2","","","","1"
"2021-12","Prince Edward Island","2021A000211","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063190","3.4.1.1.1.1","69.2","","","","1"
"2021-12","Prince Edward Island","2021A000211","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063191","3.5.1.1.1.1","15.0","","","","1"
"2021-12","Prince Edward Island","2021A000211","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063192","3.6.1.1.1.1","7.8","","","","1"
"2021-12","Prince Edward Island","2021A000211","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063193","3.7.1.1.1.1","8.5","","","","1"
"2021-12","Prince Edward Island","2021A000211","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063194","3.8.1.1.1.1","67.0","","","","1"
"2021-12","Prince Edward Island","2021A000211","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063195","3.9.1.1.1.1","61.4","","","","1"
"2021-12","Nova Scotia","2021A000212","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063376","4.1.1.1.1.1","840.4","","","","1"
"2021-12","Nova Scotia","2021A000212","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063377","4.2.1.1.1.1","521.3","","","","1"
"2021-12","Nova Scotia","2021A000212","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063378","4.3.1.1.1.1","482.1","","","","1"
"2021-12","Nova Scotia","2021A000212","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063379","4.4.1.1.1.1","397.8","","","","1"
"2021-12","Nova Scotia","2021A000212","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063380","4.5.1.1.1.1","84.3","","","","1"
"2021-12","Nova Scotia","2021A000212","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063381","4.6.1.1.1.1","39.2","","","","1"
"2021-12","Nova Scotia","2021A000212","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063382","4.7.1.1.1.1","7.5","","","","1"
"2021-12","Nova Scotia","2021A000212","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063383","4.8.1.1.1.1","62.0","","","","1"
"2021-12","Nova Scotia","2021A000212","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063384","4.9.1.1.1.1","57.4","","","","1"
